id|version|type|emotion_level|emotion_intensity|direction|text
11037|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|백업 파일은 어제 밤에 생성되었습니다.
11038|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|복원 테스트는 아직 진행하지 않았습니다.
11039|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|이번 점검은 예정된 시간에 시작됩니다.
11040|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|오류 로그가 잠시 증가했다가 다시 줄었습니다.
11041|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|큐에 대기 중인 작업이 다섯 건 있습니다.
11042|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|요청 처리 순서는 문서에 명시되어 있습니다.
11043|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|현재 연결 풀의 상태를 확인합니다.
11044|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|응답 지연이 특정 시간대에만 발생합니다.
11045|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|GC 이후에 대기열이 잠시 증가했습니다.
11046|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|스레드 수는 비교적 안정적인 수준입니다.
11047|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|이 문장은 길이와 리듬을 고르게 유지합니다.
11048|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|발음이 흐려지지 않도록 천천히 읽습니다.
11049|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|짧은 문장과 긴 문장을 번갈아 녹음합니다.
11050|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|숫자와 한글이 함께 포함된 문장입니다.
11051|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|삼십이 개의 파일이 폴더에 저장되었습니다.
11052|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|오전 열 시 십오 분에 경고 알람이 발생했습니다.
11053|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|첫 번째 단계는 환경 설정을 확인하는 것입니다.
11054|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|두 번째 단계는 로그를 분석하는 것입니다.
11055|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|세 번째 단계는 결과를 정리하는 것입니다.
11056|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|사용자 아이디는 알파벳과 숫자로 구성됩니다.
11057|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|비밀번호는 최소 여덟 자리 이상이어야 합니다.
11058|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|이 문장은 영어 단어를 함께 포함합니다.
11059|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|지금 API 서버의 상태를 점검합니다.
11060|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|GPU 사용률은 오십 퍼센트 수준입니다.
11061|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|SSD 용량은 총 이 테라바이트입니다.
11062|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|메인보드 모델명은 비 육오공 엠 플러스입니다.
11063|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|운영체제는 우분투 이십이 점 영사 엘티에스입니다.
11064|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|라즈베리파이 장치는 내부망에 연결되어 있습니다.
11065|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|공유기 내부 주소는 백구십이 점 백육십팔 점 사십오 점 일입니다.
11066|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|외부 공인 아이피는 변경될 수 있습니다.
11067|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|도메인 설정이 정상적으로 반영되었습니다.
11068|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|TLS 인증서는 자동으로 갱신됩니다.
11069|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|리버스 프록시는 앞단에서 요청을 전달합니다.
11070|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|터널 연결은 별도 에이전트가 유지합니다.
11071|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|클라우드플레어 터널이 활성화되어 있습니다.
11072|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|DNS 레코드는 올바른 값을 가리킵니다.
11073|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|WAF 규칙이 기본 보안 필터를 적용합니다.
11074|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|브라우저에서 로그인 화면이 표시됩니다.
11075|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|사용자는 이메일 주소로 로그인할 수 있습니다.
11076|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|관리자 페이지에서 로그를 조회할 수 있습니다.
11077|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|대시보드에는 시간대별 트래픽이 표시됩니다.
11078|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|그래프는 최근 한 시간의 변화를 보여 줍니다.
11079|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|문서 제목은 깃 커밋 규칙입니다.
11080|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|버전 규칙은 팀 내 합의에 따라 관리합니다.
11081|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|태그 이름은 릴리스 버전을 따릅니다.
11082|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|테스트 환경과 운영 환경은 서로 다릅니다.
11083|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|배포 전에는 반드시 백업을 진행합니다.
11084|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|변경 후에는 서비스 상태를 다시 확인합니다.
11085|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|문제 발생 시 즉시 롤백을 검토합니다.
11086|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|이 문장은 받침 발음을 또렷하게 확인합니다.
11087|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|깊은 골짜기에서 맑은 바람이 불어옵니다.
11088|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|빠른 판단보다 정확한 확인이 더 중요합니다.
11089|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|차가운 공기가 창문 사이로 들어옵니다.
11090|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|학교 앞 작은 카페에서 커피를 마셨습니다.
11091|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|버스 정류장에는 사람이 많지 않았습니다.
11092|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|저녁 노을이 하늘을 붉게 물들였습니다.
11093|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|조용한 방 안에서 책장을 천천히 넘깁니다.
11094|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|오늘 아침에는 따뜻한 국을 먹었습니다.
11095|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|창밖의 빗소리가 잔잔하게 들려옵니다.
11096|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|여름에는 해가 길어서 저녁이 늦게 옵니다.
11097|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|겨울 아침 공기는 차갑고 맑습니다.
11098|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|봄이 오면 나무에 연한 잎이 돋아납니다.
11099|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|가을 하늘은 높고 푸르게 펼쳐집니다.
11100|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|새로운 노트북을 켜고 작업을 시작합니다.
11101|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|문서를 열어 필요한 내용을 찾아봅니다.
11102|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|폴더 안에는 다양한 형식의 파일이 있습니다.
11103|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|화면 밝기를 조금 낮추면 눈이 편해집니다.
11104|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|키보드를 천천히 눌러 오타를 줄입니다.
11105|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|마우스를 움직여 메뉴를 선택합니다.
11106|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|탐색기에서 저장 경로를 다시 확인합니다.
11107|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|압축 파일을 풀고 내용을 비교해 봅니다.
11108|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|텍스트 파일은 UTF 팔 인코딩으로 저장합니다.
11109|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|CSV 파일은 구분자로 파이프 문자를 사용합니다.
11110|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|메타데이터에는 아이디와 문장이 포함됩니다.
11111|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|녹음 파일 이름은 아이디와 동일하게 맞춥니다.
11112|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|버전 정보는 맨 앞자리 숫자로 구분합니다.
11113|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|타입 정보는 두 번째 자리 숫자로 구분합니다.
11114|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|인덱스는 세 자리 숫자로 관리합니다.
11115|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|하나의 문장에는 하나의 음성 파일이 대응됩니다.
11116|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|중복 문장은 가능한 한 피하는 것이 좋습니다.
11117|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|문장 길이는 너무 짧거나 길지 않게 조절합니다.
11118|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|자연스러운 발화를 위해 호흡을 안정적으로 유지합니다.
11119|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|억양은 과장하지 않고 중립적으로 유지합니다.
11120|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|감정 표현은 필요한 데이터에서만 별도로 수집합니다.
11121|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|음색 데이터는 가능한 한 일정한 톤이 좋습니다.
11122|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|배경 소음은 학습 품질에 영향을 줄 수 있습니다.
11123|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|녹음 전에는 마이크 상태를 먼저 점검합니다.
11124|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|샘플레이트는 사만사천백 헤르츠를 사용합니다.
11125|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|파일 형식은 웨이브를 기준으로 맞춥니다.
11126|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|모노 채널로 저장하면 관리가 단순해집니다.
11127|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|마이크 입력 레벨이 너무 높지 않도록 조절합니다.
11128|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|파열음이 심하면 팝 필터를 사용하는 것이 좋습니다.
11129|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|입 모양과 발음을 의식하며 문장을 읽습니다.
11130|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|문장 사이에는 짧은 간격을 두고 호흡합니다.
11131|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|한 번에 너무 오래 녹음하면 목이 쉽게 피로해집니다.
11132|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|물 한 모금을 마시고 다시 시작합니다.
11133|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|편안한 자세를 유지하면 목소리가 안정됩니다.
11134|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|의자 높이를 맞추면 발성이 더 편해집니다.
11135|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|화면에 표시된 문장을 순서대로 읽습니다.
11136|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|읽기 전에 문장을 눈으로 한 번 확인합니다.
11137|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|낯선 단어가 보이면 먼저 발음을 점검합니다.
11138|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|영어 약어는 가능한 한 일관되게 읽습니다.
11139|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|예를 들어 에이피아이와 지피유가 있습니다.
11140|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|숫자 읽기 방식도 전체 데이터에서 통일합니다.
11141|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|전화번호나 계좌번호는 별도 세트로 관리할 수 있습니다.
11142|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|날짜 표현은 연월일 순서로 읽습니다.
11143|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|시간 표현은 오전과 오후를 분명히 구분합니다.
11144|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|퍼센트와 밀리초 같은 단위도 자주 등장합니다.
11145|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|버전 번호는 숫자와 점을 조합해 읽습니다.
11146|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|예시로 일 점 영 점 오가 있습니다.
11147|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|아이피 주소는 각 숫자를 분리해 읽습니다.
11148|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|예를 들어 백이십일 점 백삼십이 점 구십이 점 이백십구입니다.
11149|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|도메인 주소는 영문과 점을 천천히 읽습니다.
11150|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|확장자가 포함된 파일명은 정확하게 구분합니다.
11151|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|로그백 점 엑스엠엘 파일을 열어 봅니다.
11152|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|컨피그 파일의 경로를 다시 확인합니다.
11153|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|설정 변경 전과 후를 비교해 기록합니다.
11154|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|장애가 발생한 시각을 메모해 둡니다.
11155|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|원인과 결과를 구분해서 정리합니다.
11156|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|추정과 사실을 혼동하지 않도록 주의합니다.
11157|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|확인된 내용만 문서에 남기는 것이 좋습니다.
11158|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|회의록에는 결정 사항과 담당자를 적습니다.
11159|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|업무 요청에는 배경과 목적을 함께 적습니다.
11160|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|운영 이슈는 재현 조건을 남겨 두어야 합니다.
11161|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|개발 이슈는 관련 로그와 코드 위치가 중요합니다.
11162|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|문장 발음은 처음과 끝이 흐리지 않게 유지합니다.
11163|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|받침이 있는 단어도 또렷하게 읽습니다.
11164|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|연속된 자음이나 모음은 천천히 구분합니다.
11165|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|같은 단어가 반복되어도 톤은 일정하게 유지합니다.
11166|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|너무 빠르게 읽으면 발음이 뭉개질 수 있습니다.
11167|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|너무 느리게 읽으면 자연스러움이 떨어질 수 있습니다.
11168|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|적당한 속도로 안정감 있게 읽는 것이 좋습니다.
11169|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|현재 문장은 음색 학습에 적합한 평서문입니다.
11170|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|이 데이터는 감정보다 발음 일관성이 중요합니다.
11171|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|길이가 다른 문장을 함께 넣으면 학습에 도움이 됩니다.
11172|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|짧은 문장 하나로 시작해 긴 문장으로 이어집니다.
11173|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|오늘 점심에는 따뜻한 밥과 국을 먹었습니다.
11174|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|퇴근 후에는 집에서 조용히 쉬었습니다.
11175|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|아침 햇살이 커튼 사이로 부드럽게 들어왔습니다.
11176|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|책상 위에는 노트와 펜이 가지런히 놓여 있습니다.
11177|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|복도 끝 창문으로 시원한 바람이 들어옵니다.
11178|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|휴대전화 알람이 아침 일곱 시에 울렸습니다.
11179|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|엘리베이터 문이 천천히 열리고 닫혔습니다.
11180|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|주차장 입구에는 안내 표지판이 세워져 있습니다.
11181|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|편의점에서 물과 간단한 간식을 샀습니다.
11182|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|가방 안에 충전기와 케이블을 넣었습니다.
11183|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|회의실 문 앞에서 잠시 일정을 확인했습니다.
11184|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|모니터 두 대를 연결해 작업 효율을 높였습니다.
11185|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|브라우저 탭을 정리하니 화면이 한결 깔끔해졌습니다.
11186|1|timbre|||감정을 섞지 말고 중립적이고 안정적인 음색으로 또박또박 읽어주세요|텍스트 편집기에서 문장을 한 줄씩 점검합니다.
